3 FASTBACK,5,1,1
3 SEDAN,5,1,1
ATENZA SEDAN,5,1,1
ATENZA SPORT,5,1,1
ATENZA SPORT WAGON,5,1,1
ATENZA WAGON,5,1,1
AUTOZAM AZ1,5,1,1
AUTOZAM AZ3,5,1,1
AUTOZAM CAROL,5,1,1
AUTOZAM CLEF,5,1,1
AUTOZAM REVUE,5,1,1
AXELA,5,1,1
AXELA HYBRID,5,1,1
AXELA SPORT,5,1,1
AZOFFROAD,5,1,1
AZWAGON,5,1,1
AZWAGON CUSTOM STYLE,5,1,1
BIANTE,5,1,1
BONGO BRAWNY WAGON,5,1,1
BONGO FRIENDEE,5,1,1
BONGO WAGON,5,1,1
CAPELLA,5,1,1
CAPELLA C2,5,1,1
CAPELLA CARGO,5,1,1
CAPELLA CG,5,1,1
CAPELLA WAGON,5,1,1
CAROL,5,1,1
CAROL ECO,5,1,1
CRONOS,5,1,1
CX3,5,1,1
CX5,5,1,1
CX7,5,1,1
CX8,5,1,1
DEMIO,5,1,1
EFINI MPV,5,1,1
EFINI MS6,5,1,1
EFINI MS8,5,1,1
EFINI MS9,5,1,1
EFINI RX7,5,1,1
FAMILIA,5,1,1
FAMILIA ASTINA,5,1,1
FAMILIA BUSINESS WAGON,5,1,1
FAMILIA NEO,5,1,1
FAMILIA SWAGON,5,1,1
FAMILIA WAGON,5,1,1
FLAIR,5,1,1
FLAIR CROSSOVER,5,1,1
FLAIR CUSTOM STYLE,5,1,1
FLAIR WAGON,5,1,1
FLAIR WAGON CUSTOM STYEL,5,1,1
FLAIR WAGON TOUGH STYEL,5,1,1
LANTIS,5,1,1
LAPUTA,5,1,1
LUCE,5,1,1
MILLENIA,5,1,1
MPV,5,1,1
MX6,5,1,1
PERSONA,5,1,1
PREMACY,5,1,1
PROCEED,5,1,1
PROCEED LEVANTE,5,1,1
PROCEED MARVIE,5,1,1
REVUE,5,1,1
ROADSTER,5,1,1
ROADSTER COUPE,5,1,1
ROADSTER RF,5,1,1
RX7,5,1,1
RX8,5,1,1
SAVANNA RX7,5,1,1
SCRUM WAGON,5,1,1
SENTIA,5,1,1
SPEED ATENZA,5,1,1
SPEED AXELA,5,1,1
SPIANO,5,1,1
TRIBUTE,5,1,1
VERISA,5,1,1
AERIO,6,1,1
AERIO SEDAN,6,1,1
ALTO,6,1,1
ALTO C,6,1,1
ALTO C2,6,1,1
ALTO ECO,6,1,1
ALTO HUSTLE,6,1,1
ALTO LAPIN,6,1,1
ALTO LAPIN CHOCOLAT,6,1,1
ALTO TURBO RS,6,1,1
ALTO WORKS,6,1,1
BALENO,6,1,1
CAPPUCCINO,6,1,1
CARA,6,1,1
CERVO,6,1,1
CERVO CLASSIC,6,1,1
CERVO MODE,6,1,1
CULTUS,6,1,1
CULTUS CRESCENT,6,1,1
CULTUS CRESCENT WAGON,6,1,1
CULTUS ESTEEM,6,1,1
CULTUS WAGON,6,1,1
ESCUDO,6,1,1
EVERY,6,1,1
EVERY LANDY,6,1,1
EVERY PLUS,6,1,1
EVERY WAGON,6,1,1
GRAND ESCUDO,6,1,1
HUSTLER,6,1,1
IGNIS,6,1,1
JIMNY,6,1,1
JIMNY L,6,1,1
JIMNY SIERRA,6,1,1
JIMNY WIDE,6,1,1
KEI,6,1,1
KEI SPORT,6,1,1
KEI WORKS,6,1,1
KIZASHI,6,1,1
LANDY,6,1,1
MR WAGON,6,1,1
MR WAGON WIT,6,1,1
PALETTE,6,1,1
PALETTE SW,6,1,1
SOLIO,6,1,1
SOLIO BANDIT,6,1,1
SPACIA,6,1,1
SPACIA CUSTOM,6,1,1
SPACIA CUSTOM Z,6,1,1
SPACIA GEAR,6,1,1
SPLASH,6,1,1
SWIFT,6,1,1
SWIFT SPORT,6,1,1
SX4,6,1,1
SX4 S CROSS,6,1,1
SX4 SEDAN,6,1,1
TWIN,6,1,1
WAGON R,6,1,1
WAGON R PLUS,6,1,1
WAGON R RR,6,1,1
WAGON R SOLIO,6,1,1
WAGON R STINGRAY,6,1,1
WAGON R WIDE,6,1,1
X90,6,1,1
XBEE,6,1,1
FESTIVA,7,1,1
FESTIVA MINIWAGON,7,1,1
FREDA,7,1,1
IXION,7,1,1
LASER,7,1,1
LASER COUPE,7,1,1
LASER LIDEA SEDAN,7,1,1
LASER LIDEA WAGON,7,1,1
LASER SEDAN,7,1,1
SPECTRON,7,1,1
TELSTAR II,7,1,1
TELSTAR SEDAN,7,1,1
TELSTAR TX5,7,1,1
TELSTAR WAGON,7,1,1
AIRTREK,8,1,1
ASPIRE,8,1,1
CARISMA,8,1,1
CHALLENGER,8,1,1
CHARIOT,8,1,1
CHARIOT GRANDIS,8,1,1
COLT,8,1,1
COLT PLUS,8,1,1
DEBONAIR,8,1,1
DEBONAIR V,8,1,1
DELICA D2,8,1,1
DELICA D3,8,1,1
DELICA D5,8,1,1
DELICA SPACE GEAR,8,1,1
DELICA STAR WAGON,8,1,1
DIAMANTE,8,1,1
DIAMANTE WAGON,8,1,1
DIGNITY,8,1,1
DINGO,8,1,1
DION,8,1,1
ECLIPSE,8,1,1
ECLIPSE CROSS,8,1,1
ECLIPSE SPIDER,8,1,1
EK ACTIVE,8,1,1
EK CLASSY,8,1,1
EK CUSTOM,8,1,1
EK SPACE,8,1,1
EK SPACE CUSTOM,8,1,1
EK SPORT,8,1,1
EK WAGON,8,1,1
EK X,8,1,1
EMERAUDE,8,1,1
ETERNA,8,1,1
ETERNA SAVA,8,1,1
ETERNA SIGMA,8,1,1
FTO,8,1,1
GALANT,8,1,1
GALANT FORTIS,8,1,1
GALANT FORTIS SPORT BACK,8,1,1
GALANT SIGMA,8,1,1
GALANT SPORTS,8,1,1
GRANDIS,8,1,1
GTO,8,1,1
IMIEV,8,1,1
JEEP,8,1,1
LANCER,8,1,1
LANCER CEDIA,8,1,1
LANCER CEDIA WAGON,8,1,1
LANCER WAGON,8,1,1
LEGNUM,8,1,1
LIBERO,8,1,1
MINICA,8,1,1
MINICA TOPPO,8,1,1
MINICAB BRAVO,8,1,1
MIRAGE,8,1,1
MIRAGE ASTI,8,1,1
MIRAGE WAGON,8,1,1
OUTLANDER,8,1,1
OUTLANDER PHEV,8,1,1
PAJERO,8,1,1
PAJERO IO,8,1,1
PAJERO JR,8,1,1
PAJERO MINI,8,1,1
PISTACHIO,8,1,1
PROUDIA,8,1,1
RVR,8,1,1
SIGMA,8,1,1
STARION,8,1,1
STRADA,8,1,1
TOPPO,8,1,1
TOPPO BJ,8,1,1
TOPPO BJ WIDE,8,1,1
TOWN BOX,8,1,1
TOWN BOX WIDE,8,1,1
TRITON,8,1,1
86,9,1,1
ALLEX,9,1,1
ALLION,9,1,1
ALPHARD,9,1,1
ALPHARD G,9,1,1
ALPHARD HYBRID,9,1,1
ALPHARD V,9,1,1
ALTEZZA,9,1,1
ALTEZZA GITA,9,1,1
AQUA,9,1,1
ARISTO,9,1,1
AURIS,9,1,1
AVALON,9,1,1
AVENSIS SEDAN,9,1,1
AVEVSIS WAGON,9,1,1
bB,9,1,1
BELTA,9,1,1
BLADE,9,1,1
BREVIS,9,1,1
CALDINA,9,1,1
CAMI,9,1,1
CAMRY,9,1,1
CAMRY GRACIA,9,1,1
CAMRY GRACIA SEDAN,9,1,1
CAMRY GRACIA STATIONWAGON,9,1,1
CARINA,9,1,1
CARINA ED,9,1,1
CARINA SURF,9,1,1
CAVALIER,9,1,1
CELICA,9,1,1
CELSIOR,9,1,1
CENTURY,9,1,1
CHASER,9,1,1
CHR,9,1,1
COROLLA,9,1,1
COROLLA AXIO,9,1,1
COROLLA CERES,9,1,1
COROLLA FIELDER,9,1,1
COROLLA FX,9,1,1
COROLLA II,9,1,1
COROLLA LEVIN,9,1,1
COROLLA RUMION,9,1,1
COROLLA RUNX,9,1,1
COROLLA SPACIO,9,1,1
COROLLA TOURING WAGON,9,1,1
COROLLA WAGON,9,1,1
COROLLASPORT,9,1,1
CORONA,9,1,1
CORONA EXIV,9,1,1
CORONA PREMIO,9,1,1
CORONA SF,9,1,1
CORSA,9,1,1
CRESTA,9,1,1
CROWN,9,1,1
CROWN ESTATE,9,1,1
CROWN HYBRID,9,1,1
CROWN MAJESTA,9,1,1
CROWN STATIONWAGON,9,1,1
CURREN,9,1,1
CYNOS,9,1,1
DUET,9,1,1
ESQUIRE,9,1,1
ESTIMA,9,1,1
ESTIMA EMINA,9,1,1
ESTIMA HYBRID,9,1,1
ESTIMA L,9,1,1
ESTIMA LUCIDA,9,1,1
ESTIMA T,9,1,1
FJ CRUISER,9,1,1
FUNCARGO,9,1,1
GAIA,9,1,1
GRAND HIACE,9,1,1
GRANVIA,9,1,1
HARRIER,9,1,1
HARRIER HYBRID,9,1,1
HIACE REGIUS,9,1,1
HIACE WAGON,9,1,1
HILUX,9,1,1
HILUX PICK UP,9,1,1
HILUX SPORTS PICK UP,9,1,1
HILUX SURF,9,1,1
IPSUM,9,1,1
IQ,9,1,1
IQ100G,9,1,1
IQ100X,9,1,1
IQ130G,9,1,1
ISIS,9,1,1
IST,9,1,1
KLUGER HYBRID,9,1,1
KLUGER L,9,1,1
KLUGER V,9,1,1
LAND CRUISER,9,1,1
LAND CRUISER 100,9,1,1
LAND CRUISER 60,9,1,1
LAND CRUISER 70,9,1,1
LAND CRUISER 80,9,1,1
LAND CRUISER PRADO,9,1,1
LITEACE NOAH,9,1,1
LITEACE WAGON,9,1,1
MARK II,9,1,1
MARK X,9,1,1
MARK X ZIO,9,1,1
MARKII BLIT,9,1,1
MARKII QUALIS,9,1,1
MARKII WAGON,9,1,1
MASTER ACE SURF,9,1,1
MEGA CRUISER,9,1,1
MIRAI,9,1,1
MR2,9,1,1
MRS,9,1,1
NADIA,9,1,1
NOAH,9,1,1
OPA,9,1,1
ORIGIN,9,1,1
PASSO,9,1,1
PASSO SETTE,9,1,1
PIXIS EPOCH,9,1,1
PIXIS JOY,9,1,1
PIXIS MEGA,9,1,1
PIXIS SPACE,9,1,1
PLATZ,9,1,1
PORTE,9,1,1
PREMIO,9,1,1
PRIUS,9,1,1
PRIUS ALPHA,9,1,1
PRIUS PHV,9,1,1
PROBOX WAGON,9,1,1
PROGRES,9,1,1
PRONARD,9,1,1
RACTIS,9,1,1
RAUM,9,1,1
RAV4,9,1,1
RAV4J,9,1,1
RAV4L,9,1,1
REGIUS,9,1,1
ROOMY,9,1,1
RUSH,9,1,1
SAI,9,1,1
SCEPTER COUPE,9,1,1
SCEPTER SEDAN,9,1,1
SCEPTER STATIONWAGON,9,1,1
SERA,9,1,1
SIENTA,9,1,1
SOARER,9,1,1
SPADE,9,1,1
SPARKY,9,1,1
SPRINTER,9,1,1
SPRINTER CARIB,9,1,1
SPRINTER CIELO,9,1,1
SPRINTER MARINO,9,1,1
SPRINTER TRUENO,9,1,1
SPRINTER WAGON,9,1,1
STARLET,9,1,1
SUCCEED WAGON,9,1,1
SUPRA,9,1,1
TANK,9,1,1
TERCEL,9,1,1
TOURING HIACE,9,1,1
TOWNACE NOAH,9,1,1
TOWNACE WAGON,9,1,1
VANGUARD,9,1,1
VELLFIRE,9,1,1
VELLFIRE HYBRID,9,1,1
VEROSSA,9,1,1
VISTA,9,1,1
VISTA ARDEO,9,1,1
VITZ,9,1,1
VOLTZ,9,1,1
VOXY,9,1,1
WILL CYPHA,9,1,1
WILL VI,9,1,1
WILL VS,9,1,1
WINDOM,9,1,1
WISH,9,1,1
ACCORD,10,1,1
ACCORD COUPE,10,1,1
ACCORD HYBRID,10,1,1
ACCORD INSPIRE,10,1,1
ACCORD PLUGIN HYBRID,10,1,1
ACCORD TOURER,10,1,1
ACCORD WAGON,10,1,1
AIRWAVE,10,1,1
ASCOT,10,1,1
ASCOT INNOVA,10,1,1
AVANCIER,10,1,1
BEAT,10,1,1
CAPA,10,1,1
CITY,10,1,1
CIVIC,10,1,1
CIVIC COUPE,10,1,1
CIVIC FERIO,10,1,1
CIVIC HYBRID,10,1,1
CIVIC SHUTTLE,10,1,1
CLARITY PHEV,10,1,1
CONCERTO,10,1,1
CROSS ROAD,10,1,1
CRV,10,1,1
CRV HYBRID,10,1,1
CRX,10,1,1
CRX DELSOL,10,1,1
CRZ,10,1,1
DOMANI,10,1,1
EDIX,10,1,1
ELEMENT,10,1,1
ELYSION,10,1,1
ELYSION PRESTIGE,10,1,1
FIT,10,1,1
FIT ARIA,10,1,1
FIT HYBRID,10,1,1
FIT SHUTTLE,10,1,1
FIT SHUTTLE HYBRID,10,1,1
FREED,10,1,1
FREED HYBRID,10,1,1
FREED PLUS,10,1,1
FREED PLUS HYBRID,10,1,1
FREED SPIKE,10,1,1
FREED SPIKE HYBRID,10,1,1
GRACE,10,1,1
HORIZON,10,1,1
HRV,10,1,1
INSIGHT,10,1,1
INSIGHT EXCLUSIVE,10,1,1
INSPIRE,10,1,1
INTEGRA,10,1,1
INTEGRA SJ,10,1,1
JADE,10,1,1
JAZZ,10,1,1
LAGREAT,10,1,1
LEGEND,10,1,1
LEGEND COUPE,10,1,1
LIFE,10,1,1
LIFE DUNK,10,1,1
LOGO,10,1,1
MDX,10,1,1
MOBILIO,10,1,1
MOBILIO SPIKE,10,1,1
NBOX,10,1,1
NBOX CUSTOM,10,1,1
NBOX PLUS,10,1,1
NBOX PLUS CUSTOM,10,1,1
NBOX SLASH,10,1,1
NONE,10,1,1
NSX,10,1,1
NWGN,10,1,1
NWGN CUSTOM,10,1,1
ODYSSEY,10,1,1
ODYSSEY HYBRID,10,1,1
ODYSSEY PRESTIGE,10,1,1
ORTHIA,10,1,1
ORTHIA P,10,1,1
ORTHIA V,10,1,1
PRELUDE,10,1,1
PRELUDE INX,10,1,1
RAFAGA,10,1,1
S2000,10,1,1
S660,10,1,1
SABER,10,1,1
SHUTTLE,10,1,1
SMX,10,1,1
STEPWAGON,10,1,1
STEPWAGON SPADA,10,1,1
STREAM,10,1,1
STREET,10,1,1
THATS,10,1,1
TODAY,10,1,1
TODAY ASSOCIE,10,1,1
TORNEO,10,1,1
VAMOS,10,1,1
VAMOS HOBIO,10,1,1
VEZEL,10,1,1
VIGOR,10,1,1
ZEST,10,1,1
ZEST SPARK,10,1,1
GALUE,11,1,1
GALUE CLASSIC,11,1,1
GALUE CONVERTIBLE,11,1,1
GALUE I,11,1,1
GALUE II,11,1,1
GALUE III,11,1,1
GALUE LIMOUSINE S50,11,1,1
GALUE204,11,1,1
HIMIKO,11,1,1
LE SEYDE,11,1,1
LIKE,11,1,1
MC1,11,1,1
NOUERA,11,1,1
NOUERA 602 SEDAN,11,1,1
NOUERA 602 WAGON,11,1,1
OROCHI,11,1,1
RAY,11,1,1
ROCK STAR,11,1,1
RYOGA,11,1,1
RYUGI,11,1,1
RYUGI WAGON,11,1,1
VIEWT,11,1,1
YUGA,11,1,1
ZERO1,11,1,1
ASKA,12,1,1
BIGHORN,12,1,1
COMO WAGON,12,1,1
FARGO FILLY,12,1,1
FARGO WAGON,12,1,1
FILLY,12,1,1
GEMINI,12,1,1
MU,12,1,1
MU WIZARD,12,1,1
PIAZZA,12,1,1
PIAZZA NERO,12,1,1
VEHICROSS,12,1,1
WIZARD,12,1,1
WIZARD ALIVE,12,1,1
180SX,13,1,1
AD MAX WAGON,13,1,1
AD WAGON,13,1,1
AVENIR,13,1,1
AVENIR SALUT,13,1,1
BASSARA,13,1,1
BLUEBIRD,13,1,1
BLUEBIRD AUSSIE,13,1,1
BLUEBIRD SYLPHY,13,1,1
BLUEBIRD WAGON,13,1,1
CARAVAN COACH,13,1,1
CARAVAN ELGRAND,13,1,1
CEDRIC,13,1,1
CEDRIC CIMA,13,1,1
CEDRIC WAGON,13,1,1
CEFIRO,13,1,1
CEFIRO WAGON,13,1,1
CIMA,13,1,1
CLIPPER RIO,13,1,1
CREW,13,1,1
CUBE,13,1,1
CUBE CUBIC,13,1,1
DATSUN PICK UP,13,1,1
DAYZ,13,1,1
DAYZ ROOX,13,1,1
DUALIS,13,1,1
ELGRAND,13,1,1
ENV200WAGON,13,1,1
EXA,13,1,1
FAIRLADY Z,13,1,1
FIGARO,13,1,1
FUGA,13,1,1
FUGA HYBRID,13,1,1
GLORIA,13,1,1
GLORIA CIMA,13,1,1
GLORIA WAGON,13,1,1
GTR,13,1,1
HOMY COACH,13,1,1
HOMY ELGRAND,13,1,1
INFINITI Q45,13,1,1
JUKE,13,1,1
KIX,13,1,1
LAFESTA,13,1,1
LARGO,13,1,1
LATIO,13,1,1
LAUREL,13,1,1
LEAF,13,1,1
LEOPARD,13,1,1
LEOPARD JFERRIE,13,1,1
LIBERTY,13,1,1
LUCINO,13,1,1
LUCINO HATCH,13,1,1
LUCINO SRV,13,1,1
MARCH,13,1,1
MARCH BOX,13,1,1
MAXIMA,13,1,1
MICRA CC,13,1,1
MISTRAL,13,1,1
MOCO,13,1,1
MURANO,13,1,1
NOTE,13,1,1
NV100CLIPPER RIO,13,1,1
NV200VANETTE WAGON,13,1,1
NV350CARAVAN WAGON,13,1,1
OTTI,13,1,1
PAO,13,1,1
PINO,13,1,1
PRAIRIE,13,1,1
PRAIRIE JOY,13,1,1
PRESAGE,13,1,1
PRESEA,13,1,1
PRESIDENT,13,1,1
PRESIDENT JS,13,1,1
PRIMERA,13,1,1
PRIMERA CAMINO,13,1,1
PRIMERA CAMINO WAGON,13,1,1
PRIMERA UK,13,1,1
PRIMERA WAGON,13,1,1
PULSAR,13,1,1
PULSAR SERIE,13,1,1
PULSAR SERIE SRV,13,1,1
QUEST,13,1,1
RASHEEN,13,1,1
RNESSA,13,1,1
ROOX,13,1,1
SAFARI,13,1,1
SERENA,13,1,1
SILVIA,13,1,1
SKYLINE,13,1,1
SKYLINE CROSSOVER,13,1,1
STAGEA,13,1,1
SUNNY,13,1,1
SUNNY CALIFORNIA,13,1,1
SUNNY NXCOUPE,13,1,1
SYLPHY,13,1,1
TEANA,13,1,1
TERRANO,13,1,1
TERRANO REGULUS,13,1,1
TIIDA,13,1,1
TIIDA LATIO,13,1,1
TINO,13,1,1
VANETTE LARGO COACH,13,1,1
VANETTE SERENA,13,1,1
VW SANTANA,13,1,1
WINGROAD,13,1,1
XTRAIL,13,1,1
PARK AVENUE,14,1,1
REGAL,14,1,1
ALLANTE,15,1,1
ATS,15,1,1
ATS COUPE,15,1,1
ATSV,15,1,1
CONCOURS,15,1,1
CT6,15,1,1
CTS,15,1,1
CTS COUPE,15,1,1
CTS SPORT WAGON,15,1,1
CTSV,15,1,1
DEVILE,15,1,1
DTS,15,1,1
ELDORADO,15,1,1
ESCALADE,15,1,1
FLEETWOOD,15,1,1
LIMOUSINE,15,1,1
SEVILE,15,1,1
SRX,15,1,1
SRX CROSSOVER,15,1,1
STS,15,1,1
XLR,15,1,1
XT5 CROSSOVER,15,1,1
XTS,15,1,1
ASTRO,16,1,1
AVALANCHE,16,1,1
BLAZER,16,1,1
BLAZER SILVERRADO,16,1,1
CAMARO,16,1,1
CAPTIVA,16,1,1
CHEVY,16,1,1
CORVETTE,16,1,1
CRUSE,16,1,1
HHR,16,1,1
MW,16,1,1
OPTRA,16,1,1
S10 BLAZER,16,1,1
SILVERADO,16,1,1
SONIC,16,1,1
TAHOE,16,1,1
TAHOE SPORTS,16,1,1
TRAILBLAZER,16,1,1
TRAVERSE,16,1,1
300,17,1,1
300C,17,1,1
300C TOURING,17,1,1
300M,17,1,1
ACCLAIM,17,1,1
CROSSFIRE,17,1,1
GRAND VOYAGER,17,1,1
IMPERIAL,17,1,1
NEON,17,1,1
PT CRUISER,17,1,1
PT CRUISER CABRIO,17,1,1
STRATUS,17,1,1
VIPER,17,1,1
VOYAGER,17,1,1
YPSILON,17,1,1
JEEP CHEROKEE,18,1,1
JEEP COMMANDER,18,1,1
JEEP COMPASS,18,1,1
JEEP WRANGLER,18,1,1
JEEP WRANGLER UNLIMITED,18,1,1
JEEP GRAND CHEROKEE,18,1,1
JEEP PATRIOT,18,1,1
JEEP RENEGADE,18,1,1
AVENGER,19,1,1
CALIBER,19,1,1
CHARGER,19,1,1
JC,19,1,1
NITRO,19,1,1
ECOSPORT,20,1,1
ESCAPE,20,1,1
EXPEDITION,20,1,1
EXPLORER,20,1,1
EXPLORER SPORT TRAC,20,1,1
F150,20,1,1
KUGA,20,1,1
MUSTANG,20,1,1
PROBE,20,1,1
TAURUS,20,1,1
THUNDERBIRD,20,1,1
H2,21,1,1
H3,21,1,1
CONTINENTAL,22,1,1
LS,22,1,1
MARK VIII,22,1,1
MKX,22,1,1
NAVIGATOR,22,1,1
TOWNCAR,22,1,1
COUGAR,23,1,1
GRAND MARQUIS,23,1,1
BONNEVILLE,24,1,1
FIREBIRD,24,1,1
GRAND AM,24,1,1
GRAND PRIX,24,1,1
SC2 COUPE,25,1,1
SL2 SEDAN,25,1,1
SW2 WAGON,25,1,1
BROUGHAM,26,1,1
BROUGHAM LIMITED,26,1,1
BROUGHAM LIMITED MIDNIGHT VERSION,26,1,1
BROUGHAM MIDNIGHT VERSION,26,1,1
BROUGHAM TOURING,26,1,1
COACH,26,1,1
GVAN,26,1,1
SPORTS,26,1,1
TOURING,26,1,1
TOURING MIDNIGHT VERSION,26,1,1
ROYAL STAR,27,1,1
190 SERIES,28,1,1
CCLASS,28,1,1
CLK,28,1,1
ECLASS,28,1,1
GCCLASS,28,1,1
MCLASS,28,1,1
MEDIUM CLASS,28,1,1
SCLASS,28,1,1
SL,28,1,1
SL500,28,1,1
SL600,28,1,1
SLK,28,1,1
100 AVANT,29,1,1
80 AVANT,29,1,1
A1,29,1,1
A1 SPORTBACK,29,1,1
A3,29,1,1
A3 SEDAN,29,1,1
A3 SPORTBACK ETRON,29,1,1
A4,29,1,1
A4 ALLROAD QUATTRO,29,1,1
A4 AVANT,29,1,1
A4 CABRIOLET,29,1,1
A5,29,1,1
A5 CABRIOLET,29,1,1
A5 SPORTBACK,29,1,1
A6,29,1,1
A6 ALLROAD QUATTRO,29,1,1
A6 AVANT,29,1,1
A6 HYBRID,29,1,1
A7 SPORTBACK,29,1,1
A8,29,1,1
A8 HYBRID,29,1,1
ALLROAD QUATTRO,29,1,1
CABRIOLET,29,1,1
COUPE,29,1,1
Q2,29,1,1
Q3,29,1,1
Q5,29,1,1
Q5 HYBRID,29,1,1
Q7,29,1,1
R8,29,1,1
R8 SPYDER,29,1,1
RS Q3,29,1,1
RS Q3 PERFORMANCE,29,1,1
RS3,29,1,1
RS3 SPORTBACK,29,1,1
RS4,29,1,1
RS4 AVANT,29,1,1
RS5,29,1,1
RS5 CABRIOLET,29,1,1
RS6,29,1,1
RS6 AVANT,29,1,1
RS6 AVANT PERFORMANCE,29,1,1
RS7 SPORTBACK,29,1,1
RS7 SPORTBACK PERFORMANCE,29,1,1
S,29,1,1
S1,29,1,1
S1 SPORTBACK,29,1,1
S3,29,1,1
S3 SEDAN,29,1,1
S4,29,1,1
S4 AVANT,29,1,1
S5,29,1,1
S5 CABRIOLET,29,1,1
S5 SPORTBACK,29,1,1
S6,29,1,1
S6AVANT,29,1,1
S7 SPORTBACK,29,1,1
S8,29,1,1
S8 PLUS,29,1,1
SQ5,29,1,1
T,29,1,1
TT COUPE,29,1,1
TT ROADSTER,29,1,1
TT RS COUPE,29,1,1
TT RS PLUS COUPE,29,1,1
TT RS ROADSTER,29,1,1
TTS COUPE,29,1,1
V,29,1,1
V8,29,1,1
1 SERIES,30,1,1
2 SERIES,30,1,1
3 SERIES,30,1,1
4 SERIES,30,1,1
5 SERIES,30,1,1
6 SERIES,30,1,1
7 SERIES,30,1,1
8 SERIES,30,1,1
i,30,1,1
i3,30,1,1
i8,30,1,1
M,30,1,1
M COUPE,30,1,1
M ROADSTER,30,1,1
M2,30,1,1
M3,30,1,1
M4,30,1,1
M5,30,1,1
M6,30,1,1
X,30,1,1
X1,30,1,1
X2,30,1,1
X3,30,1,1
X4,30,1,1
X5,30,1,1
X5 M,30,1,1
X6,30,1,1
X6 M,30,1,1
X7,30,1,1
Z,30,1,1
Z3 COUPE,30,1,1
Z3 ROADSTER,30,1,1
